A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,5/21/2017 8:00,2017,5,21,8,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 9:00,2017,5,21,9,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 10:00,2017,5,21,10,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 11:00,2017,5,21,11,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 12:00,2017,5,21,12,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 13:00,2017,5,21,13,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 14:00,2017,5,21,14,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 15:00,2017,5,21,15,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 16:00,2017,5,21,16,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 17:00,2017,5,21,17,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 18:00,2017,5,21,18,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 19:00,2017,5,21,19,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 20:00,2017,5,21,20,53,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 21:00,2017,5,21,21,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 22:00,2017,5,21,22,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/21/2017 23:00,2017,5,21,23,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 0:00,2017,5,22,0,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 1:00,2017,5,22,1,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 2:00,2017,5,22,2,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 3:00,2017,5,22,3,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 4:00,2017,5,22,4,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 5:00,2017,5,22,5,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 6:00,2017,5,22,6,87,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 7:00,2017,5,22,7,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 8:00,2017,5,22,8,82,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 9:00,2017,5,22,9,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 10:00,2017,5,22,10,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 11:00,2017,5,22,11,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 12:00,2017,5,22,12,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 13:00,2017,5,22,13,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 14:00,2017,5,22,14,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 15:00,2017,5,22,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 16:00,2017,5,22,16,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 17:00,2017,5,22,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 18:00,2017,5,22,18,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 19:00,2017,5,22,19,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 20:00,2017,5,22,20,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 21:00,2017,5,22,21,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 22:00,2017,5,22,22,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/22/2017 23:00,2017,5,22,23,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 0:00,2017,5,23,0,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 1:00,2017,5,23,1,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 2:00,2017,5,23,2,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 3:00,2017,5,23,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 4:00,2017,5,23,4,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 5:00,2017,5,23,5,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 6:00,2017,5,23,6,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 7:00,2017,5,23,7,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 8:00,2017,5,23,8,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 9:00,2017,5,23,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 10:00,2017,5,23,10,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 11:00,2017,5,23,11,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 12:00,2017,5,23,12,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 13:00,2017,5,23,13,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 14:00,2017,5,23,14,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 15:00,2017,5,23,15,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 16:00,2017,5,23,16,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 17:00,2017,5,23,17,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 18:00,2017,5,23,18,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 19:00,2017,5,23,19,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 20:00,2017,5,23,20,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 21:00,2017,5,23,21,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 22:00,2017,5,23,22,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/23/2017 23:00,2017,5,23,23,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 0:00,2017,5,24,0,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 1:00,2017,5,24,1,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 2:00,2017,5,24,2,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 3:00,2017,5,24,3,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 4:00,2017,5,24,4,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 5:00,2017,5,24,5,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 6:00,2017,5,24,6,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 7:00,2017,5,24,7,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 8:00,2017,5,24,8,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 9:00,2017,5,24,9,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 10:00,2017,5,24,10,2,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 11:00,2017,5,24,11,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 12:00,2017,5,24,12,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 13:00,2017,5,24,13,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 14:00,2017,5,24,14,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 15:00,2017,5,24,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 16:00,2017,5,24,16,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 17:00,2017,5,24,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 18:00,2017,5,24,18,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 19:00,2017,5,24,19,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 20:00,2017,5,24,20,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 21:00,2017,5,24,21,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 22:00,2017,5,24,22,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/24/2017 23:00,2017,5,24,23,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 0:00,2017,5,25,0,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 1:00,2017,5,25,1,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 2:00,2017,5,25,2,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 3:00,2017,5,25,3,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 4:00,2017,5,25,4,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 5:00,2017,5,25,5,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 6:00,2017,5,25,6,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 7:00,2017,5,25,7,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 8:00,2017,5,25,8,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 9:00,2017,5,25,9,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 10:00,2017,5,25,10,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 11:00,2017,5,25,11,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 12:00,2017,5,25,12,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 13:00,2017,5,25,13,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 14:00,2017,5,25,14,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 15:00,2017,5,25,15,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 16:00,2017,5,25,16,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 17:00,2017,5,25,17,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 18:00,2017,5,25,18,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 19:00,2017,5,25,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 20:00,2017,5,25,20,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 21:00,2017,5,25,21,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 22:00,2017,5,25,22,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/25/2017 23:00,2017,5,25,23,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 0:00,2017,5,26,0,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 1:00,2017,5,26,1,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 2:00,2017,5,26,2,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 3:00,2017,5,26,3,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 4:00,2017,5,26,4,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 5:00,2017,5,26,5,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 6:00,2017,5,26,6,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 7:00,2017,5,26,7,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 8:00,2017,5,26,8,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 9:00,2017,5,26,9,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 10:00,2017,5,26,10,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 11:00,2017,5,26,11,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 12:00,2017,5,26,12,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 13:00,2017,5,26,13,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 14:00,2017,5,26,14,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 15:00,2017,5,26,15,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 16:00,2017,5,26,16,54,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 17:00,2017,5,26,17,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 18:00,2017,5,26,18,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 19:00,2017,5,26,19,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 20:00,2017,5,26,20,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 21:00,2017,5,26,21,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 22:00,2017,5,26,22,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/26/2017 23:00,2017,5,26,23,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 0:00,2017,5,27,0,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 1:00,2017,5,27,1,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 2:00,2017,5,27,2,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 3:00,2017,5,27,3,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 4:00,2017,5,27,4,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 5:00,2017,5,27,5,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 6:00,2017,5,27,6,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 7:00,2017,5,27,7,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 8:00,2017,5,27,8,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 9:00,2017,5,27,9,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 10:00,2017,5,27,10,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 11:00,2017,5,27,11,51,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 12:00,2017,5,27,12,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 13:00,2017,5,27,13,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 14:00,2017,5,27,14,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 15:00,2017,5,27,15,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 16:00,2017,5,27,16,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 17:00,2017,5,27,17,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 18:00,2017,5,27,18,77,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 19:00,2017,5,27,19,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 20:00,2017,5,27,20,112,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 21:00,2017,5,27,21,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 22:00,2017,5,27,22,126,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/27/2017 23:00,2017,5,27,23,133,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 0:00,2017,5,28,0,139,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 1:00,2017,5,28,1,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 2:00,2017,5,28,2,163,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 3:00,2017,5,28,3,137,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 4:00,2017,5,28,4,134,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 5:00,2017,5,28,5,144,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 6:00,2017,5,28,6,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 7:00,2017,5,28,7,123,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 8:00,2017,5,28,8,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 9:00,2017,5,28,9,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 10:00,2017,5,28,10,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 11:00,2017,5,28,11,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 12:00,2017,5,28,12,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 13:00,2017,5,28,13,175,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 14:00,2017,5,28,14,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,5/28/2017 15:00,2017,5,28,15,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 16:00,2017,5,28,16,100,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 17:00,2017,5,28,17,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 18:00,2017,5,28,18,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 19:00,2017,5,28,19,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 20:00,2017,5,28,20,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 21:00,2017,5,28,21,58,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 22:00,2017,5,28,22,59,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/28/2017 23:00,2017,5,28,23,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 0:00,2017,5,29,0,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 1:00,2017,5,29,1,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 2:00,2017,5,29,2,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 3:00,2017,5,29,3,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 4:00,2017,5,29,4,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 5:00,2017,5,29,5,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 6:00,2017,5,29,6,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 7:00,2017,5,29,7,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 8:00,2017,5,29,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 9:00,2017,5,29,9,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 10:00,2017,5,29,10,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 11:00,2017,5,29,11,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 12:00,2017,5,29,12,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 13:00,2017,5,29,13,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 14:00,2017,5,29,14,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 15:00,2017,5,29,15,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 16:00,2017,5,29,16,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 17:00,2017,5,29,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 18:00,2017,5,29,18,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 19:00,2017,5,29,19,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 20:00,2017,5,29,20,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 21:00,2017,5,29,21,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 22:00,2017,5,29,22,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/29/2017 23:00,2017,5,29,23,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 0:00,2017,5,30,0,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 1:00,2017,5,30,1,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 2:00,2017,5,30,2,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 3:00,2017,5,30,3,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 4:00,2017,5,30,4,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 5:00,2017,5,30,5,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 6:00,2017,5,30,6,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 7:00,2017,5,30,7,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 8:00,2017,5,30,8,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 9:00,2017,5,30,9,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 10:00,2017,5,30,10,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 11:00,2017,5,30,11,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 12:00,2017,5,30,12,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 13:00,2017,5,30,13,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 14:00,2017,5,30,14,55,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 15:00,2017,5,30,15,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 16:00,2017,5,30,16,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 17:00,2017,5,30,17,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 18:00,2017,5,30,18,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 19:00,2017,5,30,19,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 20:00,2017,5,30,20,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 21:00,2017,5,30,21,45,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 22:00,2017,5,30,22,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/30/2017 23:00,2017,5,30,23,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 0:00,2017,5,31,0,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 1:00,2017,5,31,1,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 2:00,2017,5,31,2,61,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 3:00,2017,5,31,3,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 4:00,2017,5,31,4,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 5:00,2017,5,31,5,67,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 6:00,2017,5,31,6,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 7:00,2017,5,31,7,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 8:00,2017,5,31,8,85,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 9:00,2017,5,31,9,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 10:00,2017,5,31,10,90,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 11:00,2017,5,31,11,81,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 12:00,2017,5,31,12,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 13:00,2017,5,31,13,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 14:00,2017,5,31,14,37,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 15:00,2017,5,31,15,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 16:00,2017,5,31,16,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 17:00,2017,5,31,17,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 18:00,2017,5,31,18,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 19:00,2017,5,31,19,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 20:00,2017,5,31,20,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 21:00,2017,5,31,21,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 22:00,2017,5,31,22,34,µg/m³,1 Hr,Valid
Beijing,PM2.5,5/31/2017 23:00,2017,5,31,23,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 0:00,2017,6,1,0,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 1:00,2017,6,1,1,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 2:00,2017,6,1,2,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 3:00,2017,6,1,3,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 4:00,2017,6,1,4,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 5:00,2017,6,1,5,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 6:00,2017,6,1,6,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 7:00,2017,6,1,7,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 8:00,2017,6,1,8,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 9:00,2017,6,1,9,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 10:00,2017,6,1,10,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 11:00,2017,6,1,11,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 12:00,2017,6,1,12,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 13:00,2017,6,1,13,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 14:00,2017,6,1,14,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 15:00,2017,6,1,15,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 16:00,2017,6,1,16,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 17:00,2017,6,1,17,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 18:00,2017,6,1,18,40,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 19:00,2017,6,1,19,35,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 20:00,2017,6,1,20,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 21:00,2017,6,1,21,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 22:00,2017,6,1,22,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/1/2017 23:00,2017,6,1,23,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/2/2017 0:00,2017,6,2,0,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,6/2/2017 1:00,2017,6,2,1,23,µg/m³,1 Hr,Valid
